Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
sarsco_v2_covid19_ab_ia_ql,laborwerte,SARS-CoV-2 (COVID-19) Ab IA Ql,dropdown,SARS-CoV-2 (COVID-19) Ab IA Ql (IA QI: Immunoassay-Qualität),"2.16.840.1.113883.6.96_260373001,Nachgewiesen | 2.16.840.1.113883.6.96_260415000,Nicht nachgewiesen | 2.16.840.1.113883.6.96_419984006,Uneindeutig",IA QI: Immunoassay-Qualität,,,,,,,,,,,
sarsco_v2_covid19_ab_ia_ql_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) Ab IA Ql (IA QI: Immunoassay-Qualität) LOINC-Code,"94762-2,94762-2 - SARS-CoV-2 (COVID-19) Ab [Anwesenheit] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94762-2_sars-cov-2-covid-19-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
sarsco_v2_covid19_ab_ia_qn_code,laborwerte,SARS-CoV-2 (COVID-19) Ab IA Qn,text,2.16.840.1.113883.6.1_94769-7,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_94769-7"""
sarsco_v2_covid19_ab_ia_qn,laborwerte,SARS-CoV-2 (COVID-19) Ab IA Qn,text,SARS-CoV-2 (COVID-19) Ab IA Qn (IA QI: Immunoassay-Quantität),,IA QI: Immunoassay-Quantität,number_comma_decimal,,,,,,,,,,
sarsco_v2_covid19_ab_ia_qn_comparator,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) Ab IA Qn (IA QI: Immunoassay-Quantität) Vergleichsoperator,"1,< | 2,<= | 3,>= | 4,>",,,,,,,,,,,,
sarsco_v2_covid19_ab_ia_qn_unit,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) Ab IA Qn (IA QI: Immunoassay-Quantität) Einheit,"1,[IU]/mL",,,,,,,,,,,,"@DEFAULT=""1""@READONLY"
sarsco_v2_covid19_ab_ia_qn_loinc,laborwerte,,dropdown,SARS-CoV-2 (COVID-19) Ab IA Qn (IA QI: Immunoassay-Quantität) LOINC-Code,"94769-7,94769-7 - SARS-CoV-2 (COVID-19) Ab [Einheiten/Volumen] in Serum oder Plasma durch Immunoassay",,,,,,,,,,,,"@DEFAULT=""94769-7_sars-cov-2-covid-19-ab-in-serum-or-plasma-by-immunoassay""@READONLY"
symptome_code,symptome,Symptome,text,2.16.840.1.113883.6.1_75325-1,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""2.16.840.1.113883.6.1_75325-1"""
symptome,symptome,Symptome,dropdown,Symptome im Rahmen einer COVID-19-Erkrankung,"1,Ja | 2,Nein | 3,Unbekannt",,,,,,,,,,,,
symptome_geruchs_bzw_geschmacksstoerungen,symptome,,dropdown,Geruchs- bzw. Geschmacksstörungen ,"2.16.840.1.113883.6.96_36955009__2.16.840.1.113883.6.96_44169009__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_36955009__2.16.840.1.113883.6.96_44169009__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_36955009__2.16.840.1.113883.6.96_44169009__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_bauchschmerzen,symptome,,dropdown,Bauchschmerzen,"2.16.840.1.113883.6.96_21522001__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_21522001__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_21522001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_bewusstseinsstoerungen_verwirrtheit,symptome,,dropdown,Bewusstseinsstörungen / Verwirrtheit,"2.16.840.1.113883.6.96_40917007__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_40917007__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_40917007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_durchfall,symptome,,dropdown,Durchfall,"2.16.840.1.113883.6.96_62315008__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_62315008__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_62315008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_erbrechen,symptome,,dropdown,Erbrechen,"2.16.840.1.113883.6.96_422400008__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_422400008__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_422400008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_husten,symptome,,dropdown,Husten,"2.16.840.1.113883.6.96_49727002__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_49727002__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_49727002__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_kurzatmigkeit_dyspnoe,symptome,,dropdown,Kurzatmigkeit (Dyspnoe),"2.16.840.1.113883.6.96_267036007__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_267036007__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_267036007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_uebelkeit,symptome,,dropdown,Übelkeit,"2.16.840.1.113883.6.96_422587007__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_422587007__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_422587007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_fieber,symptome,,dropdown,Fieber,"2.16.840.1.113883.6.96_426000000__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_426000000__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_426000000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_kopfschmerzen,symptome,,dropdown,Kopfschmerzen,"2.16.840.1.113883.6.96_25064002__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.6.96_25064002__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.6.96_25064002__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptome_andere_symptome,symptome,,dropdown,Andere Symptome,"2.16.840.1.113883.6.96_385432009__2.16.840.1.113883.6.96_410605003,Ja | NoCodeSystem_NoCode__2.16.840.1.113883.6.96_410594000,Nein | NoCodeSystem_NoCode__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[symptome] = ""1""",,,,,,
symptoms_table,symptome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""><tbody><tr><td style=""width: 32%; text-align: center;"">Symptom</td><td style=""width: 28%; text-align: center;"">Präsent?</td><td style=""width: 40%; text-align: center;"">Schweregrad</td></tr><tr><td style=""width: 32%; text-align: left;"">Geruchs- bzw. Geschmacksstörungen </td><td style=""width: 28%; text-align: center;"">{symptome_geruchs_bzw_geschmacksstoerungen}</td><td style=""width: 40%; text-align: center;"">{symptome_geruchs_bzw_geschmacksstoerungen_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Bauchschmerzen</td><td style=""width: 28%; text-align: center;"">{symptome_bauchschmerzen}</td><td style=""width: 40%; text-align: center;"">{symptome_bauchschmerzen_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Bewusstseinsstörungen / Verwirrtheit</td><td style=""width: 28%; text-align: center;"">{symptome_bewusstseinsstoerungen_verwirrtheit}</td><td style=""width: 40%; text-align: center;"">{symptome_bewusstseinsstoerungen_verwirrtheit_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Durchfall</td><td style=""width: 28%; text-align: center;"">{symptome_durchfall}</td><td style=""width: 40%; text-align: center;"">{symptome_durchfall_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Erbrechen</td><td style=""width: 28%; text-align: center;"">{symptome_erbrechen}</td><td style=""width: 40%; text-align: center;"">{symptome_erbrechen_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Husten</td><td style=""width: 28%; text-align: center;"">{symptome_husten}</td><td style=""width: 40%; text-align: center;"">{symptome_husten_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Kurzatmigkeit (Dyspnoe)</td><td style=""width: 28%; text-align: center;"">{symptome_kurzatmigkeit_dyspnoe}</td><td style=""width: 40%; text-align: center;"">{symptome_kurzatmigkeit_dyspnoe_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Übelkeit</td><td style=""width: 28%; text-align: center;"">{symptome_uebelkeit}</td><td style=""width: 40%; text-align: center;"">{symptome_uebelkeit_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Fieber</td><td style=""width: 28%; text-align: center;"">{symptome_fieber}</td><td style=""width: 40%; text-align: center;"">{symptome_fieber_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Kopfschmerzen</td><td style=""width: 28%; text-align: center;"">{symptome_kopfschmerzen}</td><td style=""width: 40%; text-align: center;"">{symptome_kopfschmerzen_schweregrad}</td></tr><tr><td style=""width: 32%; text-align: left;"">Andere Symptome</td><td style=""width: 28%; text-align: center;"">{symptome_andere_symptome}</td><td style=""width: 40%; text-align: center;"">{symptome_andere_symptome_schweregrad}</td></tr></tbody></table></div>",,,,,,,[symptome] = 1,,,,,,
symptome_andere_symptome_textfeld,symptome,,text,"<div align = ""right"">Bitte spezifieren:</div>",,,,,,,"[symptome_andere_symptome] = ""2.16.840.1.113883.6.96_385432009__2.16.840.1.113883.6.96_410605003""",,RH,,,,
schweregrad_code,symptome,Schweregrad,text,NoCodeSystem_NoCode,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""NoCodeSystem_NoCode"""
symptome_geruchs_bzw_geschmacksstoerungen_schweregrad,symptome,,dropdown,Geruchs- bzw. Geschmacksstörungen  - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_geruchs_bzw_geschmacksstoerungen] = ""2.16.840.1.113883.6.96_36955009__2.16.840.1.113883.6.96_44169009__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_bauchschmerzen_schweregrad,symptome,,dropdown,Bauchschmerzen - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_bauchschmerzen] = ""2.16.840.1.113883.6.96_21522001__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_bewusstseinsstoerungen_verwirrtheit_schweregrad,symptome,,dropdown,Bewusstseinsstörungen / Verwirrtheit - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_bewusstseinsstoerungen_verwirrtheit] = ""2.16.840.1.113883.6.96_40917007__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_durchfall_schweregrad,symptome,,dropdown,Durchfall - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_durchfall] = ""2.16.840.1.113883.6.96_62315008__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_erbrechen_schweregrad,symptome,,dropdown,Erbrechen - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_erbrechen] = ""2.16.840.1.113883.6.96_422400008__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_husten_schweregrad,symptome,,dropdown,Husten - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_husten] = ""2.16.840.1.113883.6.96_49727002__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_kurzatmigkeit_dyspnoe_schweregrad,symptome,,dropdown,Kurzatmigkeit (Dyspnoe) - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_kurzatmigkeit_dyspnoe] = ""2.16.840.1.113883.6.96_267036007__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_uebelkeit_schweregrad,symptome,,dropdown,Übelkeit - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_uebelkeit] = ""2.16.840.1.113883.6.96_422587007__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_fieber_schweregrad,symptome,,dropdown,Fieber - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_fieber] = ""2.16.840.1.113883.6.96_426000000__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_kopfschmerzen_schweregrad,symptome,,dropdown,Kopfschmerzen - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_kopfschmerzen] = ""2.16.840.1.113883.6.96_25064002__2.16.840.1.113883.6.96_410605003""",,,,,,
symptome_andere_symptome_schweregrad,symptome,,dropdown,Andere Symptome - Schweregrad,"2.16.840.1.113883.6.96_255604002,Mild | 2.16.840.1.113883.6.96_6736007,Moderat | 2.16.840.1.113883.6.96_24484000,Schwer | 2.16.840.1.113883.6.96_442452003,Lebensbedrohlich",,,,,,"[symptome_andere_symptome] = ""2.16.840.1.113883.6.96_385432009__2.16.840.1.113883.6.96_410605003""",,,,,,
medikation_datum,medikation,,text,Verabreichungsdatum,,DD-MM-YYYY HH:MM,datetime_dmy,,,,,,,,,,
covid19therapie_code,medikation,COVID-19-Therapie,text,NoCodeSystem_NoCode,,,,,,,,,,,,,"@HIDDEN @DEFAULT=""NoCodeSystem_NoCode"""
covid19therapie,medikation,COVID-19-Therapie,dropdown,Medikamentöse Therapie,"1,Ja | 2,Nein | 3,Unbekannt",,,,,,,,,,,,
covid19therapie_antipyretika,medikation,,dropdown,Antipyretika,"1.2.276.0.76.5.498_N02B__2.25.24197857203266734864793317670504947440_antipyretic__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_N02B__2.25.24197857203266734864793317670504947440_antipyretic__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_N02B__2.25.24197857203266734864793317670504947440_antipyretic__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_kortikosteroide,medikation,,dropdown,Kortikosteroide,"1.2.276.0.76.5.498_G01B__1.2.276.0.76.5.498_H02__1.2.276.0.76.5.498_M01BA__1.2.276.0.76.5.498_R03AK__1.2.276.0.76.5.498_S02B__1.2.276.0.76.5.498_R03AL__2.16.840.1.113883.6.96_768759001__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_G01B__1.2.276.0.76.5.498_H02__1.2.276.0.76.5.498_M01BA__1.2.276.0.76.5.498_R03AK__1.2.276.0.76.5.498_S02B__1.2.276.0.76.5.498_R03AL__2.16.840.1.113883.6.96_768759001__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_G01B__1.2.276.0.76.5.498_H02__1.2.276.0.76.5.498_M01BA__1.2.276.0.76.5.498_R03AK__1.2.276.0.76.5.498_S02B__1.2.276.0.76.5.498_R03AL__2.16.840.1.113883.6.96_768759001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_kortikosteroide_code,medikation,,dropdown,,"1.2.276.0.76.5.498_G01B,Antiinfektiva / Antiseptika in Kombination mit Kortikosteroiden | 1.2.276.0.76.5.498_H02,Kortikosteroide zur systemischen Anwendung | 1.2.276.0.76.5.498_M01BA,Antiphlogistika/Antirheumatika in Kombination mit Kortikosteroiden | 1.2.276.0.76.5.498_R03AK,Sympathomimetika in Kombination mit Kortikosteroiden oder anderen Mitteln, exkl. Anticholinergika | 1.2.276.0.76.5.498_S02B,Kortikosteroide | 1.2.276.0.76.5.498_R03AL,Sympathomimetika in Kombination mit Anticholinergika inkl. Dreifachkombinationen mit Kortikosteroiden | 2.16.840.1.113883.6.96_768759001,Steroidhaltiges Produkt",,,,,,"([covid19therapie] = ""1"") and [covid19therapie_kortikosteroide] = ""1.2.276.0.76.5.498_G01B__1.2.276.0.76.5.498_H02__1.2.276.0.76.5.498_M01BA__1.2.276.0.76.5.498_R03AK__1.2.276.0.76.5.498_S02B__1.2.276.0.76.5.498_R03AL__2.16.840.1.113883.6.96_768759001__2.16.840.1.113883.6.96_410605003""",,,,,,
covid19therapie_atazanavir,medikation,,dropdown,Atazanavir,"1.2.276.0.76.5.498_J05AE08__1.2.276.0.76.5.498_J05AR15__1.2.276.0.76.5.498_J05AR23__2.16.840.1.113883.6.96_413591007__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_J05AE08__1.2.276.0.76.5.498_J05AR15__1.2.276.0.76.5.498_J05AR23__2.16.840.1.113883.6.96_413591007__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_J05AE08__1.2.276.0.76.5.498_J05AR15__1.2.276.0.76.5.498_J05AR23__2.16.840.1.113883.6.96_413591007__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_atazanavir_code,medikation,,dropdown,,"1.2.276.0.76.5.498_J05AE08,Atazanavir | 1.2.276.0.76.5.498_J05AR15,Atazanavir und Cobicistat | 1.2.276.0.76.5.498_J05AR23,Atazanavir und Ritonavir | 2.16.840.1.113883.6.96_413591007,Atazanavirhaltiges Produkt",,,,,,"([covid19therapie] = ""1"") and [covid19therapie_atazanavir] = ""1.2.276.0.76.5.498_J05AE08__1.2.276.0.76.5.498_J05AR15__1.2.276.0.76.5.498_J05AR23__2.16.840.1.113883.6.96_413591007__2.16.840.1.113883.6.96_410605003""",,,,,,
covid19therapie_darunavir,medikation,,dropdown,Darunavir,"1.2.276.0.76.5.498_J05AR22__1.2.276.0.76.5.498_J05AE10__1.2.276.0.76.5.498_J05AR14__2.16.840.1.113883.6.96_424096001__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_J05AR22__1.2.276.0.76.5.498_J05AE10__1.2.276.0.76.5.498_J05AR14__2.16.840.1.113883.6.96_424096001__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_J05AR22__1.2.276.0.76.5.498_J05AE10__1.2.276.0.76.5.498_J05AR14__2.16.840.1.113883.6.96_424096001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_darunavir_code,medikation,,dropdown,,"1.2.276.0.76.5.498_J05AR22,Emtricitabin, Tenofoviralafenamid, Darunavir und Cobicistat | 1.2.276.0.76.5.498_J05AE10,Darunavir | 1.2.276.0.76.5.498_J05AR14,Darunavir und Cobicistat | 2.16.840.1.113883.6.96_424096001,Darunavirhaltiges Produkt",,,,,,"([covid19therapie] = ""1"") and [covid19therapie_darunavir] = ""1.2.276.0.76.5.498_J05AR22__1.2.276.0.76.5.498_J05AE10__1.2.276.0.76.5.498_J05AR14__2.16.840.1.113883.6.96_424096001__2.16.840.1.113883.6.96_410605003""",,,,,,
covid19therapie_chloroquine_phosphate,medikation,,dropdown,Chloroquinphosphat,"1.2.276.0.76.5.498_P01BA01__2.16.840.1.113883.6.96_14728000__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_P01BA01__2.16.840.1.113883.6.96_14728000__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_P01BA01__2.16.840.1.113883.6.96_14728000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_hydroxychloroquine,medikation,,dropdown,Hydroxychloroquin,"1.2.276.0.76.5.498_P01BA02__2.16.840.1.113883.6.96_83490000__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_P01BA02__2.16.840.1.113883.6.96_83490000__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_P01BA02__2.16.840.1.113883.6.96_83490000__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_ivermectin,medikation,,dropdown,Ivermectin,"1.2.276.0.76.5.498_D11AX22__1.2.276.0.76.5.498_P02CF01__2.16.840.1.113883.6.96_96138006__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_D11AX22__1.2.276.0.76.5.498_P02CF01__2.16.840.1.113883.6.96_96138006__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_D11AX22__1.2.276.0.76.5.498_P02CF01__2.16.840.1.113883.6.96_96138006__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_lopinavir_ritonavir,medikation,,dropdown,Lopinavir / Ritonavir,"1.2.276.0.76.5.498_J05AR10__2.16.840.1.113883.6.96_134573001__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_J05AR10__2.16.840.1.113883.6.96_134573001__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_J05AR10__2.16.840.1.113883.6.96_134573001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_ganciclovir,medikation,,dropdown,Ganciclovir,"1.2.276.0.76.5.498_J05AB06__1.2.276.0.76.5.498_S01AD09__2.16.840.1.113883.6.96_78025001__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_J05AB06__1.2.276.0.76.5.498_S01AD09__2.16.840.1.113883.6.96_78025001__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_J05AB06__1.2.276.0.76.5.498_S01AD09__2.16.840.1.113883.6.96_78025001__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_oseltamivir,medikation,,dropdown,Oseltamivir,"1.2.276.0.76.5.498_J05AH02__2.16.840.1.113883.6.96_386142008__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_J05AH02__2.16.840.1.113883.6.96_386142008__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_J05AH02__2.16.840.1.113883.6.96_386142008__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_remdesivir,medikation,,dropdown,Remdesivir,"2.16.840.1.113883.4.9_3QKI37EEHE__2.16.840.1.113883.6.96_870518005__2.16.840.1.113883.6.96_410605003,Ja | 2.16.840.1.113883.4.9_3QKI37EEHE__2.16.840.1.113883.6.96_870518005__2.16.840.1.113883.6.96_410594000,Nein | 2.16.840.1.113883.4.9_3QKI37EEHE__2.16.840.1.113883.6.96_870518005__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_ribavirin,medikation,,dropdown,Ribavirin,"1.2.276.0.76.5.498_J05AP01__2.16.840.1.113883.6.96_35063004__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_J05AP01__2.16.840.1.113883.6.96_35063004__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_J05AP01__2.16.840.1.113883.6.96_35063004__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_camostat,medikation,,dropdown,Camostat,"1.2.276.0.76.5.498_B02AB04__2.25.24197857203266734864793317670504947440_camostat__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_B02AB04__2.25.24197857203266734864793317670504947440_camostat__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_B02AB04__2.25.24197857203266734864793317670504947440_camostat__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
covid19therapie_favipiravir,medikation,,dropdown,Favipiravir,"1.2.276.0.76.5.498_J05AX27__2.25.24197857203266734864793317670504947440_favipiravir__2.16.840.1.113883.6.96_410605003,Ja | 1.2.276.0.76.5.498_J05AX27__2.25.24197857203266734864793317670504947440_favipiravir__2.16.840.1.113883.6.96_410594000,Nein | 1.2.276.0.76.5.498_J05AX27__2.25.24197857203266734864793317670504947440_favipiravir__2.16.840.1.113883.6.96_261665006,Unbekannt",,,,,,"[covid19therapie] = ""1""",,,,,,
